Name,Age,Job_switches,Career,Education,Experience
zjBbjQCeml,23,1,DevOps Manager,PhD,24
iYSoxfHVUb,55,6,DevOps Engineer,PhD,19
OkOflidJni,57,2,DevOps Manager,Masters,12
rUnSTBZszi,22,0,Product Manager,PhD,0
gYLaQsArZy,49,5,DevOps Engineer,PhD,30
bMQigiGebp,37,2,Technical Project Manager,PhD,11
sLNTsXURga,54,2,Data Scientist,Bachelors,40
JdNLqEYifK,44,6,Technical Project Manager,PhD,12
OdFFpITywL,42,1,UX/UI Design Lead,Bachelors,6
tQEJKQrdmO,20,3,Systems Engineer,PhD,28
VPbmTDkkID,42,3,Engineering Manager,Bachelors,20
IjCWeaICUo,54,3,Technical Project Manager,PhD,28
aDDxOYaGZb,25,4,Product Manager,PhD,2
VAYsvBVjhQ,26,5,Software Engineer,Bachelors,15
mrzTKOEMpy,37,4,Technical Support Specialist,Masters,29
KFbpHUvymA,50,2,DevOps Engineer,PhD,26
myAmJxKAOa,25,1,Systems Engineer,PhD,9
vwaqIHXxKT,49,3,Product Manager,PhD,13
cCHsFkjNmQ,57,0,Systems Engineer,Bachelors,18
rKdGGOXeyN,51,6,Technical Project Manager,Masters,9
JIXBNLtSUb,34,0,Systems Engineer,PhD,36
yTcyapuCdG,44,3,Systems Engineer,Bachelors,0
JcJNfaePNR,32,6,Technical Support Specialist,PhD,11
MHsFrRACeS,45,1,Senior Systems Engineer,PhD,2
aEvIzzndre,59,4,Engineering Manager,PhD,33
wIcbAbHTth,36,5,UX/UI Designer,PhD,33
GkvqkYlRmq,30,5,Senior Systems Engineer,Masters,11
YYAlltzSfH,39,0,Technical Project Manager,Masters,14
azfAmyjyHS,20,1,Technical Support Specialist,PhD,17
dJaHjWovfc,33,3,UX/UI Designer,Bachelors,26
EqIatFpWdV,47,6,DevOps Manager,Masters,14
XUVoyKhvNd,47,4,Software Engineer,Masters,22
HwBTSpzwdh,48,4,Data Scientist,Masters,29
wpNgGvNjSB,31,5,Data Analyst,PhD,36
aKivRPfbJY,36,4,Technical Support Specialist,Masters,32
fxVStoWCbn,52,2,Systems Engineer,Bachelors,8
gNfqXJdwYg,54,0,Technical Project Manager,Masters,20
GIQaQJmiag,56,1,Data Analyst,Masters,18
OfmkaruCcH,51,4,Product Manager,Masters,29
HXPVsMrhbi,41,5,DevOps Engineer,Bachelors,31
XyLenmzKkl,58,1,DevOps Engineer,PhD,30
DHTuqrXIwM,43,0,Technical Project Manager,PhD,13
LPPNbWXUOI,43,2,Systems Engineer,PhD,28
zssCpYhdFu,38,2,Web developer,Bachelors,34
LuIufqPnIe,50,5,Technical Project Manager,Masters,17
sapZonYGHo,26,0,DevOps Engineer,Masters,34
ojitcANlip,49,3,UX/UI Design Lead,PhD,28
tQVJraBqWq,41,0,UX/UI Design Lead,PhD,36
NcPBGNvtCV,45,6,UX/UI Designer,Masters,6
AXyycfuxry,34,1,DevOps Manager,PhD,7
UNHROnZeKN,31,6,Technical Support Specialist,PhD,9
KCOBYlUGVi,57,0,UX/UI Designer,Bachelors,35
QdhqiSIRHN,24,1,Systems Engineer,Bachelors,6
FwdjoeYQYs,54,4,Senior Systems Engineer,Masters,31
MVWmmygOEQ,44,3,UX/UI Designer,Masters,8
xOnyNEcSTl,31,4,Technical Project Manager,Bachelors,32
XZOivSVygX,30,6,DevOps Manager,PhD,29
kKQgOqSCQw,49,2,Web developer,Masters,26
mPathpcUYT,35,5,Technical Support Specialist,Bachelors,32
CGbaBMpTaO,51,4,DevOps Engineer,Bachelors,9
oUuhqiBkAh,20,0,Technical Project Manager,PhD,9
OKkdaGXzhI,54,1,DevOps Manager,Masters,12
uygMkAzDyd,49,4,UX/UI Design Lead,Bachelors,20
NCHXrJzlFx,47,1,Engineering Manager,Masters,34
tYaHxjtGxV,45,4,Product Manager,Bachelors,17
QrzmoBGmgX,27,5,Technical Project Manager,Masters,12
ItmPkqoTVm,59,3,Technical Support Specialist,Bachelors,17
BwEHCCiQDv,31,6,Systems Engineer,Bachelors,29
NBuTlqPDsd,42,6,Technical Project Manager,Bachelors,24
LxyIegWupM,59,1,UX/UI Design Lead,Masters,12
dFLjDmlxRU,54,6,DevOps Engineer,Masters,0
dYDKZROLfG,31,5,Product Manager,PhD,16
nhXyFuYxYa,52,0,DevOps Manager,PhD,32
AbGVGXJKwY,31,1,Technical Support Specialist,Masters,10
mZdxPEnlYl,22,2,DevOps Manager,Bachelors,17
UAZZppzQLa,43,4,Data Analyst,Masters,22
nAAivZUUzI,21,1,Engineering Manager,Masters,16
ypQwPkYPiT,38,2,Product Manager,Bachelors,24
NAmRPYMnIu,56,2,DevOps Engineer,PhD,18
OiPcHDyStP,20,3,Systems Engineer,Bachelors,17
nOgsDhTDZx,34,6,Engineering Manager,Bachelors,15
uwpvftWSLi,41,0,UX/UI Design Lead,Bachelors,38
NXSJnoOmZJ,39,2,DevOps Engineer,Bachelors,12
zRYdRYgilj,55,2,DevOps Manager,Masters,31
DHjgKrWhWd,31,5,Technical Project Manager,PhD,17
ogCIoerWsy,41,6,Data Analyst,Bachelors,14
tKEBXFfchr,52,4,Product Manager,Masters,33
DCEJiDFlRa,48,3,UX/UI Design Lead,Masters,34
QWZghboQpV,52,6,Technical Support Specialist,Bachelors,2
dtYFLKabKk,21,0,Product Manager,Masters,29
xSixyyrcEL,34,5,Data Scientist,Masters,2
YeQonagiOv,38,0,DevOps Engineer,Bachelors,18
gTYyleRJbS,30,1,UX/UI Design Lead,Bachelors,23
zPmcNhEYxi,27,2,Data Analyst,Bachelors,15
EacgLNCxDB,26,6,Systems Engineer,Masters,4
qHrjRlTAKt,27,6,Data Scientist,Bachelors,32
KquCaaffgP,23,2,Software Engineer,PhD,0
RTkHVBiFNX,46,5,UX/UI Designer,Bachelors,25
bmYlJfVmjx,45,6,Systems Engineer,Masters,20
FUJWNTNwef,44,3,Software Engineer,Bachelors,33
aFfMEWvkwp,49,1,Data Analyst,Bachelors,25
YGhWUKcXRz,42,2,Product Manager,Masters,19
TYYwjPuMpi,25,6,Data Analyst,Masters,19
QQPRnOIWnv,39,4,Senior Systems Engineer,Bachelors,9
vPweMdsMsU,34,5,Systems Engineer,Masters,9
cizceixWic,56,1,DevOps Manager,Masters,27
FEPUmhxjOw,57,2,Software Engineer,Bachelors,3
eJZjkPdGrQ,31,1,Software Engineer,Masters,12
NtxHwNUDiv,20,4,UX/UI Designer,Masters,9
KIkcqJiyaN,42,5,UX/UI Design Lead,PhD,32
GHCzHJndXZ,22,2,Data Scientist,PhD,21
qmxvCkVLEW,20,5,Software Engineer,Bachelors,6
GMAPnNCfGc,48,2,UX/UI Design Lead,PhD,27
GBfMSutVQM,23,2,UX/UI Designer,Masters,26
ygvkHSHqNh,35,6,DevOps Manager,Masters,28
qCZhodsuDB,37,2,Data Analyst,Masters,20
bfEnyUeyRY,21,5,UX/UI Design Lead,PhD,2
xDqIdaZhWD,51,6,Product Manager,Bachelors,19
ZFbjYKbCeG,27,5,Engineering Manager,Bachelors,32
IcyuUNSuCE,57,3,UX/UI Designer,PhD,22
haxJBjREEd,38,3,Technical Support Specialist,Bachelors,20
rbKOhcbJQF,34,2,Data Scientist,PhD,34
zCCUinivIA,21,5,Product Manager,Bachelors,4
flJkmSwiuG,52,0,DevOps Engineer,PhD,32
XdWiUAcICD,54,4,Senior Systems Engineer,Bachelors,24
aHyKvWYVuT,39,4,DevOps Engineer,Masters,1
MdXOcXqSWf,22,6,Technical Project Manager,Bachelors,14
aYydlFrkOG,54,4,Technical Project Manager,PhD,7
WwgwGXzseL,27,6,Product Manager,PhD,34
ajpXVrcdfW,59,0,Software Engineer,Masters,14
CfQrOhHALi,29,1,UX/UI Designer,Masters,15
vafAvEuEzU,38,6,Engineering Manager,Bachelors,6
MCCGAlJeYl,38,0,UX/UI Design Lead,Bachelors,33
mSNwzsyGhG,31,3,DevOps Engineer,PhD,25
dHwZGjyejK,32,6,Product Manager,PhD,19
ZzaVOzPbve,51,3,Technical Support Specialist,Masters,11
DDXRnTgWoY,43,3,Systems Engineer,Bachelors,22
HBqNhbMRYO,36,4,UX/UI Designer,Masters,20
oQXROqdEuH,28,1,DevOps Manager,Bachelors,29
ACKXVzQMbv,48,2,Technical Support Specialist,Masters,27
uHJNHSrJVB,56,3,UX/UI Design Lead,PhD,24
iNdYcVZfig,58,2,DevOps Engineer,PhD,3
vKJbNjHesC,29,0,DevOps Manager,PhD,1
VSRRKJJAmh,21,0,Product Manager,PhD,23
kBhMgSgKId,22,2,Technical Support Specialist,Bachelors,31
TIMujObBOg,25,5,Software Engineer,Bachelors,22
EaERdYafYV,30,5,DevOps Manager,Masters,23
GkYRuqhkAZ,45,0,UX/UI Designer,Bachelors,33
xUNHXIOges,59,0,DevOps Manager,Masters,29
PVwhZxDjUU,20,4,Systems Engineer,Bachelors,4
bxppsIXhQP,23,1,Engineering Manager,Masters,2
qhkmmdSPRA,39,1,DevOps Manager,PhD,31
UdjTclPryf,26,3,DevOps Engineer,Masters,40
CHCSDRnHwe,33,6,Data Analyst,Masters,31
SlGKwiEYwX,42,0,DevOps Manager,Masters,9
eiwxVVsmnk,55,1,DevOps Engineer,PhD,35
JZMTUbxkJJ,41,0,UX/UI Design Lead,Masters,6
CkpePKhhVn,56,6,Software Engineer,Masters,13
OPchDdaslx,38,0,Product Manager,Bachelors,8
dnBMUtYFaO,31,2,Senior Systems Engineer,Bachelors,28
npUhEOebXt,36,0,Data Analyst,PhD,4
IKjPUEoTxU,41,2,Systems Engineer,Bachelors,35
dMoXJmLeaQ,42,5,Web developer,PhD,34
GduVMjwSPi,32,6,UX/UI Design Lead,PhD,12
CTPuSPngkA,33,1,Software Engineer,Bachelors,27
NjOuCAbUAu,51,3,Technical Project Manager,PhD,10
czEmPutwoY,32,0,Product Manager,Masters,23
KzERKGyMCh,53,1,Senior Systems Engineer,Bachelors,1
XTIzMsZBdu,41,3,UX/UI Design Lead,Masters,30
avqkqimHzr,55,5,Technical Support Specialist,Masters,5
TCRRdLKoqb,42,4,Software Engineer,Masters,39
